jour,dep,hosp,rea,rad,dc
2020/4/12,41,192,30,122,42
2020/4/12,42,985,202,657,218
2020/4/12,43,64,14,90,10
2020/4/12,44,588,130,465,127
2020/4/12,45,566,144,412,80
2020/4/12,46,40,20,106,4
2020/4/12,47,60,12,35,8
2020/4/12,48,12,2,22,0
2020/4/12,49,438,94,490,106
2020/4/12,05,98,26,136,6
2020/4/12,50,140,39,108,41
2020/4/12,51,761,122,850,273
2020/4/12,52,198,36,164,84
2020/4/12,53,138,22,78,36
2020/4/12,54,976,284,820,346
2020/4/12,55,287,40,380,98
2020/4/12,56,264,68,394,120
2020/4/12,57,2092,318,1679,957
2020/4/12,58,112,20,32,14
2020/4/12,59,1888,529,1380,515
2020/4/12,06,531,154,492,134
2020/4/12,60,920,145,880,427
2020/4/12,61,146,28,198,34
2020/4/12,62,878,190,741,206
2020/4/12,63,152,54,158,36
2020/4/12,64,186,52,192,36
2020/4/12,65,167,12,92,16
2020/4/12,66,158,54,370,44
2020/4/12,67,2189,520,1983,702
2020/4/12,68,2051,284,2483,1172
2020/4/12,69,2480,500,2082,610
2020/4/12,07,197,46,348,75
2020/4/12,70,170,34,203,98
2020/4/12,71,349,68,523,184
2020/4/12,72,302,46,242,54
2020/4/12,73,215,48,393,46
2020/4/12,74,566,145,783,174
2020/4/12,75,6471,1612,4433,1816
2020/4/12,76,629,188,585,189
2020/4/12,77,1612,412,1654,460
2020/4/12,78,2115,374,1474,534
2020/4/12,79,70,14,48,20
2020/4/12,08,157,29,131,34
2020/4/12,80,691,142,561,244
2020/4/12,81,87,38,104,20
2020/4/12,82,36,20,26,6
2020/4/12,83,529,106,726,110
2020/4/12,84,157,38,240,44
2020/4/12,85,150,42,130,40
2020/4/12,86,134,58,104,38
2020/4/12,87,154,36,99,22
2020/4/12,88,535,58,530,328
2020/4/12,89,167,40,170,52
2020/4/12,09,30,8,29,2
2020/4/12,90,439,70,484,222
2020/4/12,91,2436,462,1159,424
2020/4/12,92,4028,896,3044,1007
2020/4/12,93,3258,481,2103,1005
2020/4/12,94,4435,629,2230,1071
2020/4/12,95,1832,357,2074,749
2020/4/13,01,237,58,273,88
2020/4/13,10,511,54,395,123
2020/4/13,11,182,28,192,80
2020/4/13,12,114,10,118,38
2020/4/13,13,2282,540,2473,361
2020/4/13,14,311,98,188,72
2020/4/13,15,58,14,18,0
2020/4/13,16,27,11,62,16
2020/4/13,17,169,38,116,46
2020/4/13,18,144,28,68,70
2020/4/13,19,101,25,76,28
2020/4/13,02,570,88,574,292
2020/4/13,21,678,146,833,238
2020/4/13,22,148,22,124,40
2020/4/13,23,68,30,18,8
2020/4/13,24,62,14,64,2
2020/4/13,25,419,147,535,143
2020/4/13,26,466,110,426,160
2020/4/13,27,184,14,97,70
2020/4/13,28,455,49,289,84
2020/4/13,29,241,74,167,32
2020/4/13,03,115,40,159,26
2020/4/13,30,184,80,198,54
2020/4/13,31,485,190,526,56
2020/4/13,32,62,8,42,18
2020/4/13,33,622,206,771,138
2020/4/13,34,387,114,770,152
2020/4/13,35,367,70,288,80
2020/4/13,36,185,18,48,76
2020/4/13,37,390,112,216,72
2020/4/13,38,507,98,438,96
2020/4/13,39,248,34,130,56
2020/4/13,04,65,8,126,10
2020/4/13,40,48,24,62,20
2020/4/13,41,194,28,124,44
2020/4/13,42,979,206,665,220
2020/4/13,43,62,12,92,12
2020/4/13,44,595,128,471,141
2020/4/13,45,582,154,436,82
2020/4/13,46,40,20,106,4
2020/4/13,47,60,12,35,8
2020/4/13,48,12,2,22,0
2020/4/13,49,441,90,506,108
2020/4/13,05,98,26,140,6
2020/4/13,50,142,39,108,41
2020/4/13,51,785,120,857,277
2020/4/13,52,200,36,166,84
2020/4/13,53,136,22,82,38
2020/4/13,54,995,291,834,356
2020/4/13,55,285,40,382,98
2020/4/13,56,262,70,400,120
2020/4/13,57,2087,328,1707,991
2020/4/13,58,120,22,32,16
2020/4/13,59,1928,529,1394,545
2020/4/13,06,545,151,508,148
2020/4/13,60,916,143,884,441
2020/4/13,61,142,28,202,38
2020/4/13,62,892,184,767,210
2020/4/13,63,160,54,158,36
2020/4/13,64,184,48,196,38
2020/4/13,65,165,10,96,20
2020/4/13,66,148,52,392,44
2020/4/13,67,2197,510,2003,712
2020/4/13,68,2043,280,2521,1186
2020/4/13,69,2501,504,2094,630
2020/4/13,07,205,44,350,81
2020/4/13,70,170,34,203,100
2020/4/13,71,351,68,525,184
2020/4/13,72,310,44,244,54
2020/4/13,73,221,50,395,48
2020/4/13,74,574,143,795,176
2020/4/13,75,6505,1590,4554,1910
2020/4/13,76,641,198,595,199
2020/4/13,77,1647,410,1693,480
2020/4/13,78,2129,364,1544,550
2020/4/13,79,72,14,52,20
2020/4/13,08,157,29,131,34
2020/4/13,80,718,138,569,252
2020/4/13,81,89,38,106,22
2020/4/13,82,36,20,26,6
2020/4/13,83,556,108,726,122
2020/4/13,84,146,34,246,44
2020/4/13,85,158,40,134,42
2020/4/13,86,142,58,104,41
2020/4/13,87,156,36,103,22
2020/4/13,88,537,62,542,336
2020/4/13,89,165,40,170,56
2020/4/13,09,30,8,29,2
2020/4/13,90,457,74,492,230
2020/4/13,91,2438,468,1171,438
2020/4/13,92,3992,868,3141,1050
2020/4/13,93,3221,484,2191,1051
2020/4/13,94,4471,644,2284,1127
2020/4/13,95,1850,355,2126,769
2020/4/14,01,263,56,283,92
2020/4/14,10,539,52,395,129
2020/4/14,11,172,24,196,82
2020/4/14,12,112,10,122,38
2020/4/14,13,2272,522,2621,395
2020/4/14,14,303,86,200,82
2020/4/14,15,58,18,20,0
2020/4/14,16,27,11,62,16
2020/4/14,17,187,40,120,50
2020/4/14,18,144,26,70,70
2020/4/14,19,105,23,78,32
2020/4/14,02,556,90,590,302
2020/4/14,21,690,146,835,266
2020/4/14,22,154,20,132,42
2020/4/14,23,64,28,22,8
2020/4/14,24,58,14,64,6
2020/4/14,25,463,147,552,159
2020/4/14,26,450,114,446,170
2020/4/14,27,170,14,101,82
2020/4/14,28,466,47,315,93
2020/4/14,29,239,74,171,38
2020/4/14,03,123,42,161,32
2020/4/14,30,194,72,210,56
2020/4/14,31,484,196,556,60
2020/4/14,32,64,6,44,20
2020/4/14,33,634,204,801,144
2020/4/14,34,375,112,784,166
2020/4/14,35,379,72,304,88
2020/4/14,36,182,18,52,76
2020/4/14,37,388,99,230,76
2020/4/14,38,495,94,452,104
2020/4/14,39,262,36,130,60
2020/4/14,04,66,8,142,10
2020/4/14,40,54,24,64,20
2020/4/14,41,208,30,128,50
2020/4/14,42,977,198,699,232
2020/4/14,43,58,8,100,12
2020/4/14,44,589,126,487,153
2020/4/14,45,593,154,452,88
2020/4/14,46,48,18,108,8
2020/4/14,47,64,12,37,8
2020/4/14,48,12,2,22,0
2020/4/14,49,460,88,514,112
2020/4/14,05,92,26,146,6
2020/4/14,50,154,39,110,52
2020/4/14,51,769,116,895,290
2020/4/14,52,206,38,166,86
2020/4/14,53,142,22,84,38
2020/4/14,54,1001,287,880,366
2020/4/14,55,291,44,398,100
2020/4/14,56,254,68,414,130
2020/4/14,57,2123,324,1753,1023
2020/4/14,58,116,20,34,24
2020/4/14,59,1958,513,1441,586
2020/4/14,06,552,151,534,160
2020/4/14,60,911,139,931,459
2020/4/14,61,148,26,214,38
2020/4/14,62,924,194,791,228
2020/4/14,63,158,54,160,36
2020/4/14,64,184,46,196,38
2020/4/14,65,165,10,100,24
2020/4/14,66,130,42,410,44
2020/4/14,67,2231,499,2044,747
2020/4/14,68,2080,280,2595,1187
2020/4/14,69,2491,502,2162,662
2020/4/14,07,206,45,365,85
2020/4/14,70,190,36,207,102
2020/4/14,71,359,68,535,194
2020/4/14,72,284,42,272,66
2020/4/14,73,198,40,429,56
2020/4/14,74,586,139,811,176
2020/4/14,75,6535,1578,4652,1997
2020/4/14,76,630,187,623,205
2020/4/14,77,1652,417,1786,538
2020/4/14,78,2097,364,1624,581
2020/4/14,79,74,14,54,20
2020/4/14,08,155,33,141,42
2020/4/14,80,733,136,596,258
2020/4/14,81,87,38,110,26
2020/4/14,82,36,18,30,6
2020/4/14,83,628,96,754,128
2020/4/14,84,150,34,250,44
2020/4/14,85,158,32,140,48
2020/4/14,86,135,55,118,43
2020/4/14,87,142,28,115,26
2020/4/14,88,537,62,550,346
2020/4/14,89,181,42,180,64
2020/4/14,09,30,8,29,2
2020/4/14,90,451,72,496,232
2020/4/14,91,2412,456,1251,492
2020/4/14,92,3995,842,3284,1122
2020/4/14,93,3209,474,2365,1117
2020/4/14,94,4467,684,2353,1198
2020/4/14,95,1914,359,2192,793
2020/4/15,01,273,44,308,104
2020/4/15,10,531,52,423,140
2020/4/15,11,154,20,214,82
2020/4/15,12,110,8,130,38
2020/4/15,13,2308,508,2727,415
2020/4/15,14,303,80,210,92
2020/4/15,15,56,16,24,0
2020/4/15,16,25,9,62,18
2020/4/15,17,164,42,128,54
2020/4/15,18,148,26,74,72
2020/4/15,19,107,23,82,34
2020/4/15,02,558,94,638,308
2020/4/15,21,720,156,871,282
2020/4/15,22,150,16,144,44
2020/4/15,23,60,24,22,8
2020/4/15,24,66,10,64,8
2020/4/15,25,456,137,572,161
2020/4/15,26,412,110,488,178
2020/4/15,27,158,14,109,86
2020/4/15,28,477,43,335,111
2020/4/15,29,229,68,177,40
2020/4/15,03,117,40,169,34
2020/4/15,30,210,72,220,56
2020/4/15,31,442,194,612,62
2020/4/15,32,62,6,46,20
2020/4/15,33,608,192,853,146
2020/4/15,34,350,108,817,176
2020/4/15,35,391,66,327,96
2020/4/15,36,196,18,54,76
2020/4/15,37,388,97,260,80
2020/4/15,38,507,100,486,118
2020/4/15,39,263,35,148,64
2020/4/15,04,73,8,144,10
2020/4/15,40,58,20,64,20
2020/4/15,41,198,32,140,54
2020/4/15,42,979,196,755,252
2020/4/15,43,54,6,104,12
2020/4/15,44,580,116,517,165
2020/4/15,45,573,142,500,96
2020/4/15,46,44,16,110,12
2020/4/15,47,58,10,49,8
2020/4/15,48,12,2,22,0
2020/4/15,49,420,88,558,120
2020/4/15,05,88,24,156,8
2020/4/15,50,150,37,120,58
2020/4/15,51,760,114,963,300
2020/4/15,52,172,38,190,90
2020/4/15,53,156,20,92,42
2020/4/15,54,960,269,960,386
2020/4/15,55,291,38,424,104
2020/4/15,56,236,62,430,138
2020/4/15,57,2138,318,1893,1059
2020/4/15,58,110,22,42,24
2020/4/15,59,1882,500,1625,628
2020/4/15,06,544,131,562,168
2020/4/15,60,958,133,961,485
2020/4/15,61,142,26,228,40
2020/4/15,62,940,208,871,254
2020/4/15,63,146,52,172,36
2020/4/15,64,180,46,208,38
2020/4/15,65,163,10,112,28
2020/4/15,66,110,34,432,46
2020/4/15,67,2134,467,2246,773
2020/4/15,68,2039,266,2767,1215
2020/4/15,69,2464,494,2338,700
2020/4/15,07,198,45,387,85
2020/4/15,70,178,32,243,112
2020/4/15,71,373,62,559,208
2020/4/15,72,284,36,310,66
2020/4/15,73,192,46,449,56
2020/4/15,74,586,121,851,180
2020/4/15,75,6389,1496,4940,2099
2020/4/15,76,614,175,663,207
2020/4/15,77,1665,385,1928,572
2020/4/15,78,2037,348,1765,609
2020/4/15,79,66,14,56,24
2020/4/15,08,139,35,151,50
2020/4/15,80,713,128,628,268
2020/4/15,81,83,36,118,28
2020/4/15,82,38,16,34,6
2020/4/15,83,639,94,807,134
2020/4/15,84,137,32,258,46
2020/4/15,85,140,30,156,50
2020/4/15,86,133,51,118,43
2020/4/15,87,128,28,127,26
2020/4/15,88,548,60,590,366
2020/4/15,89,172,38,209,64
2020/4/15,09,34,6,29,2
2020/4/15,90,401,62,536,246
2020/4/15,91,2317,395,1393,518
2020/4/15,92,3952,829,3499,1193
2020/4/15,93,3135,466,2575,1171
2020/4/15,94,4532,687,2580,1268
2020/4/15,95,1878,359,2328,812
2020/4/16,01,300,46,333,104
2020/4/16,10,525,52,459,144
2020/4/16,11,146,20,222,82
2020/4/16,12,110,8,132,38
2020/4/16,13,2278,504,2869,453
2020/4/16,14,293,80,226,94
2020/4/16,15,56,16,26,0
2020/4/16,16,21,7,66,18
2020/4/16,17,162,38,134,54
2020/4/16,18,134,14,84,74
2020/4/16,19,111,23,88,36
2020/4/16,02,552,94,664,316
2020/4/16,21,766,162,881,298
2020/4/16,22,138,16,160,44
2020/4/16,23,60,24,22,8
2020/4/16,24,72,10,65,8
2020/4/16,25,438,139,596,169
2020/4/16,26,402,108,516,184
2020/4/16,27,166,12,125,94
2020/4/16,28,470,47,407,115
2020/4/16,29,214,64,193,47
2020/4/16,03,119,40,171,38
2020/4/16,30,206,72,250,58
2020/4/16,31,422,190,642,62
2020/4/16,32,64,6,46,20
2020/4/16,33,592,182,891,148
2020/4/16,34,315,99,856,178
2020/4/16,35,385,64,355,98
2020/4/16,36,194,18,60,76
2020/4/16,37,372,91,278,84
2020/4/16,38,489,90,522,124
2020/4/16,39,262,33,164,68
2020/4/16,04,67,6,148,12
2020/4/16,40,60,14,66,20
2020/4/16,41,202,24,146,56
2020/4/16,42,967,192,789,264
2020/4/16,43,48,6,112,12
2020/4/16,44,564,106,545,171
2020/4/16,45,544,134,554,98
2020/4/16,46,46,16,112,12
2020/4/16,47,58,10,55,8
2020/4/16,48,10,2,24,0
2020/4/16,49,434,80,584,132
2020/4/16,05,84,24,162,8
2020/4/16,50,152,39,128,58
2020/4/16,51,750,106,983,306
2020/4/16,52,166,38,200,92
2020/4/16,53,182,20,98,50
2020/4/16,54,908,257,1020,402
2020/4/16,55,289,42,438,108
2020/4/16,56,230,60,442,142
2020/4/16,57,2135,308,2015,1080
2020/4/16,58,126,22,44,24
2020/4/16,59,1858,474,1749,658
2020/4/16,06,544,121,588,174
2020/4/16,60,948,133,1027,503
2020/4/16,61,136,22,238,40
2020/4/16,62,978,186,911,256
2020/4/16,63,147,52,174,42
2020/4/16,64,172,42,224,38
2020/4/16,65,157,10,120,28
2020/4/16,66,94,34,450,46
2020/4/16,67,2085,447,2372,791
2020/4/16,68,1953,270,2933,1249
2020/4/16,69,2452,492,2442,728
2020/4/16,07,200,43,393,85
2020/4/16,70,178,32,253,114
2020/4/16,71,379,64,597,226
2020/4/16,72,281,34,334,68
2020/4/16,73,190,42,457,60
2020/4/16,74,544,121,909,198
2020/4/16,75,6178,1450,5259,2171
2020/4/16,76,594,177,691,217
2020/4/16,77,1673,360,2085,612
2020/4/16,78,1964,324,1894,631
2020/4/16,79,66,14,58,24
2020/4/16,08,133,33,161,50
2020/4/16,80,714,120,657,271
2020/4/16,81,90,32,112,30
2020/4/16,82,34,16,42,6
2020/4/16,83,625,90,845,144
2020/4/16,84,138,32,258,46
2020/4/16,85,128,32,190,48
2020/4/16,86,121,47,130,49
2020/4/16,87,126,26,131,30
2020/4/16,88,553,60,614,374
2020/4/16,89,192,38,211,66
2020/4/16,09,34,4,29,2
2020/4/16,90,389,64,564,248
2020/4/16,91,2321,395,1491,544
2020/4/16,92,3938,808,3704,1235
2020/4/16,93,3124,479,2756,1214
2020/4/16,94,4476,653,2797,1346
2020/4/16,95,1868,345,2492,844
2020/4/17,01,298,47,349,109
2020/4/17,10,521,52,485,148
2020/4/17,11,142,16,234,82
2020/4/17,12,116,8,136,38
2020/4/17,13,2345,489,2998,473
2020/4/17,14,279,72,246,98
2020/4/17,15,46,14,38,0
2020/4/17,16,23,7,66,18
2020/4/17,17,164,34,136,56
2020/4/17,18,155,8,96,80
2020/4/17,19,113,23,90,36
2020/4/17,02,552,88,688,328
2020/4/17,21,758,148,927,308
2020/4/17,22,144,16,164,46
2020/4/17,23,62,24,23,8
2020/4/17,24,109,12,66,10
2020/4/17,25,422,130,622,175
2020/4/17,26,376,106,544,194
2020/4/17,27,187,12,135,96
2020/4/17,28,497,51,433,123
2020/4/17,29,202,58,203,51
2020/4/17,03,121,38,173,38
2020/4/17,30,242,76,254,62
2020/4/17,31,408,185,667,68
2020/4/17,32,82,6,46,20
2020/4/17,33,590,170,921,162
2020/4/17,34,302,89,884,178
2020/4/17,35,383,53,373,102
2020/4/17,36,190,18,76,78
2020/4/17,37,357,87,289,90
2020/4/17,38,507,86,538,126
2020/4/17,39,288,33,166,68
2020/4/17,04,67,6,150,12
2020/4/17,40,64,12,66,20
2020/4/17,41,214,36,154,58
2020/4/17,42,977,180,837,268
2020/4/17,43,58,6,116,12
2020/4/17,44,578,102,559,175
2020/4/17,45,520,146,582,98
2020/4/17,46,44,14,128,14
2020/4/17,47,58,8,61,10
2020/4/17,48,10,2,24,0
2020/4/17,49,412,80,604,138
2020/4/17,05,84,22,162,10
2020/4/17,50,147,30,132,58
2020/4/17,51,744,106,1029,320
2020/4/17,52,166,38,206,92
2020/4/17,53,184,20,106,52
2020/4/17,54,888,249,1050,412
2020/4/17,55,293,36,444,125
2020/4/17,56,232,56,450,142
2020/4/17,57,2106,310,2115,1094
2020/4/17,58,122,20,52,24
2020/4/17,59,1825,475,1849,690
2020/4/17,06,515,109,644,188
2020/4/17,60,979,131,1069,515
2020/4/17,61,140,26,238,46
2020/4/17,62,944,176,987,290
2020/4/17,63,142,52,182,44
2020/4/17,64,172,38,224,40
2020/4/17,65,154,8,127,28
2020/4/17,66,76,30,460,48
2020/4/17,67,2036,423,2505,825
2020/4/17,68,1983,268,2969,1251
2020/4/17,69,2472,470,2568,742
2020/4/17,07,204,43,411,91
2020/4/17,70,189,34,259,116
2020/4/17,71,402,60,620,230
2020/4/17,72,279,30,348,70
2020/4/17,73,184,38,487,62
2020/4/17,74,520,115,955,206
2020/4/17,75,6142,1390,5560,2254
2020/4/17,76,560,163,730,224
2020/4/17,77,1682,356,2237,650
2020/4/17,78,1934,306,1988,653
2020/4/17,79,68,12,60,24
2020/4/17,08,135,32,173,54
2020/4/17,80,711,116,709,277
2020/4/17,81,90,30,112,30
2020/4/17,82,28,16,52,6
2020/4/17,83,608,86,879,159
2020/4/17,84,130,34,270,46
2020/4/17,85,142,30,202,48
2020/4/17,86,113,41,138,49
2020/4/17,87,120,22,133,32
2020/4/17,88,537,58,638,378
2020/4/17,89,194,38,217,66
2020/4/17,09,26,4,37,4
2020/4/17,90,375,58,584,258
2020/4/17,91,2371,369,1572,592
2020/4/17,92,3869,782,3869,1277
2020/4/17,93,3109,453,2990,1303
2020/4/17,94,4474,667,2939,1384
2020/4/17,95,1833,335,2608,864
2020/4/18,01,342,49,356,119
2020/4/18,10,531,52,487,148
2020/4/18,11,136,16,252,84
2020/4/18,12,130,8,138,38
2020/4/18,13,2248,465,3167,491
2020/4/18,14,277,68,264,98
2020/4/18,15,44,14,40,0
2020/4/18,16,21,5,68,18
2020/4/18,17,170,38,142,56
2020/4/18,18,155,8,96,82
2020/4/18,19,121,21,94,40
2020/4/18,02,540,82,708,334
2020/4/18,21,780,154,933,318
2020/4/18,22,140,14,170,46
2020/4/18,23,64,24,24,10
2020/4/18,24,109,12,70,10
2020/4/18,25,380,116,664,185
2020/4/18,26,344,98,572,200
2020/4/18,27,191,12,137,100
2020/4/18,28,500,45,450,123
2020/4/18,29,202,54,205,59
2020/4/18,03,113,34,179,44
2020/4/18,30,228,72,272,62
2020/4/18,31,388,181,696,68
2020/4/18,32,84,6,46,22
2020/4/18,33,564,170,967,172
2020/4/18,34,329,93,903,180
2020/4/18,35,358,54,406,112
2020/4/18,36,196,18,76,82
2020/4/18,37,345,83,301,96
2020/4/18,38,491,78,580,130
2020/4/18,39,276,27,188,74
2020/4/18,04,67,6,152,12
2020/4/18,40,60,12,70,20
2020/4/18,41,218,34,156,62
2020/4/18,42,938,185,884,278
2020/4/18,43,78,6,124,12
2020/4/18,44,560,90,585,183
2020/4/18,45,500,142,614,106
2020/4/18,46,44,14,180,14
2020/4/18,47,64,8,63,10
2020/4/18,48,10,2,24,0
2020/4/18,49,406,76,612,146
2020/4/18,05,76,18,170,12
2020/4/18,50,143,30,136,60
2020/4/18,51,682,96,1089,348
2020/4/18,52,168,46,218,96
2020/4/18,53,182,22,112,52
2020/4/18,54,874,231,1088,438
2020/4/18,55,303,36,458,132
2020/4/18,56,232,52,459,144
2020/4/18,57,2043,300,2229,1116
2020/4/18,58,120,22,56,28
2020/4/18,59,1837,467,1907,707
2020/4/18,06,541,106,647,192
2020/4/18,60,983,129,1087,521
2020/4/18,61,134,26,254,46
2020/4/18,62,946,163,1049,296
2020/4/18,63,140,44,190,48
2020/4/18,64,158,26,248,40
2020/4/18,65,152,8,135,28
2020/4/18,66,64,28,472,48
2020/4/18,67,2011,411,2616,845
2020/4/18,68,1940,252,3049,1259
2020/4/18,69,2427,454,2683,770
2020/4/18,07,216,44,423,93
2020/4/18,70,191,34,259,116
2020/4/18,71,404,58,630,232
2020/4/18,72,281,34,360,72
2020/4/18,73,176,36,507,64
2020/4/18,74,552,107,977,210
2020/4/18,75,6001,1366,5829,2310
2020/4/18,76,561,155,782,228
2020/4/18,77,1530,349,2482,702
2020/4/18,78,1755,278,2203,665
2020/4/18,79,70,10,60,24
2020/4/18,08,135,32,185,64
2020/4/18,80,703,108,715,289
2020/4/18,81,89,30,116,30
2020/4/18,82,28,16,52,6
2020/4/18,83,606,90,903,165
2020/4/18,84,128,34,282,48
2020/4/18,85,136,28,208,48
2020/4/18,86,101,35,142,49
2020/4/18,87,118,22,135,32
2020/4/18,88,537,52,654,382
2020/4/18,89,180,38,225,74
2020/4/18,09,26,4,37,4
2020/4/18,90,361,58,612,260
2020/4/18,91,2332,359,1643,608
2020/4/18,92,3898,777,3998,1320
2020/4/18,93,3126,438,3074,1354
2020/4/18,94,4412,671,3090,1428
2020/4/18,95,1809,325,2694,898
2020/4/19,01,340,47,360,119
2020/4/19,10,535,54,487,151
2020/4/19,11,140,18,252,84
2020/4/19,12,128,8,142,38
2020/4/19,13,2087,433,3324,499
2020/4/19,14,289,72,266,100
2020/4/19,15,54,12,40,0
2020/4/19,16,25,5,68,18
2020/4/19,17,168,38,142,58
2020/4/19,18,165,8,98,84
2020/4/19,19,131,21,94,40
2020/4/19,02,548,82,710,336
2020/4/19,21,732,132,995,330
2020/4/19,22,130,14,180,46
2020/4/19,23,64,24,24,10
2020/4/19,24,107,12,72,12
2020/4/19,25,376,104,676,187
2020/4/19,26,346,94,578,202
2020/4/19,27,191,12,137,100
2020/4/19,28,505,45,456,125
2020/4/19,29,202,52,209,59
2020/4/19,03,113,36,179,44
2020/4/19,30,236,74,272,62
2020/4/19,31,386,179,708,72
2020/4/19,32,90,6,46,22
2020/4/19,33,586,176,985,176
2020/4/19,34,343,97,923,180
2020/4/19,35,350,54,418,118
2020/4/19,36,194,18,76,88
2020/4/19,37,335,83,311,98
2020/4/19,38,487,70,590,136
2020/4/19,39,270,27,194,74
2020/4/19,04,75,6,156,12
2020/4/19,40,60,12,70,20
2020/4/19,41,218,34,156,62
2020/4/19,42,955,190,898,280
2020/4/19,43,72,6,124,12
2020/4/19,44,566,90,587,189
2020/4/19,45,510,148,624,110
2020/4/19,46,46,14,184,16
2020/4/19,47,66,8,65,10
2020/4/19,48,10,2,24,0
2020/4/19,49,400,76,620,150
2020/4/19,05,76,18,170,12
2020/4/19,50,153,32,136,60
2020/4/19,51,698,98,1093,348
2020/4/19,52,172,46,220,98
2020/4/19,53,182,20,114,52
2020/4/19,54,871,219,1101,448
2020/4/19,55,309,36,462,136
2020/4/19,56,236,50,468,146
2020/4/19,57,2007,296,2267,1134
2020/4/19,58,118,22,56,30
2020/4/19,59,1847,461,1941,718
2020/4/19,06,547,104,647,194
2020/4/19,60,1009,128,1109,529
2020/4/19,61,140,26,254,48
2020/4/19,62,942,163,1071,302
2020/4/19,63,134,44,194,50
2020/4/19,64,156,26,250,40
2020/4/19,65,154,8,137,28
2020/4/19,66,66,30,472,48
2020/4/19,67,2007,410,2644,855
2020/4/19,68,1910,238,3111,1263
2020/4/19,69,2483,454,2703,786
2020/4/19,07,218,44,423,93
2020/4/19,70,191,34,259,116
2020/4/19,71,404,60,646,240
2020/4/19,72,281,28,362,76
2020/4/19,73,180,34,515,64
2020/4/19,74,560,107,983,220
2020/4/19,75,5852,1319,6010,2376
2020/4/19,76,552,155,811,236
2020/4/19,77,1541,339,2532,724
2020/4/19,78,1779,276,2221,665
2020/4/19,79,68,10,60,26
2020/4/19,08,133,32,189,70
2020/4/19,80,709,108,723,295
2020/4/19,81,89,30,116,30
2020/4/19,82,30,18,52,6
2020/4/19,83,614,92,911,167
2020/4/19,84,132,34,282,48
2020/4/19,85,136,28,210,48
2020/4/19,86,101,35,142,49
2020/4/19,87,114,22,139,34
2020/4/19,88,535,50,660,406
2020/4/19,89,188,38,227,76
2020/4/19,09,24,4,39,4
2020/4/19,90,365,58,613,260
2020/4/19,91,2366,357,1651,622
2020/4/19,92,3952,779,4036,1332
2020/4/19,93,3119,440,3154,1378
2020/4/19,94,4404,665,3110,1448
2020/4/19,95,1815,311,2718,924
2020/4/2,01,207,65,120,28
2020/4/2,10,207,34,47,40
2020/4/2,11,202,38,104,42
2020/4/2,12,104,22,48,14
2020/4/2,13,1870,432,1191,130
2020/4/2,14,251,92,58,18
2020/4/2,15,42,14,6,0
2020/4/2,16,37,15,34,9
2020/4/2,17,132,50,63,22
2020/4/2,18,76,28,14,28
2020/4/2,19,76,16,22,8
2020/4/2,02,371,76,295,133
2020/4/2,21,404,112,543,126
2020/4/2,22,118,32,32,18
2020/4/2,23,22,10,4,0
2020/4/2,24,30,8,22,2
2020/4/2,25,370,123,260,70
2020/4/2,26,456,122,184,88
2020/4/2,27,107,20,37,20
2020/4/2,28,288,61,102,36
2020/4/2,29,132,54,95,14
2020/4/2,03,70,27,108,12
2020/4/2,30,148,60,68,22
2020/4/2,31,428,190,250,26
2020/4/2,32,54,10,12,6
2020/4/2,33,596,172,527,66
2020/4/2,34,490,156,372,78
2020/4/2,35,256,76,136,24
2020/4/2,36,98,14,14,34
2020/4/2,37,275,85,80,24
2020/4/2,38,395,116,192,32
2020/4/2,39,110,20,58,8
2020/4/2,04,49,10,90,6
2020/4/2,40,33,11,20,2
2020/4/2,41,146,28,36,14
2020/4/2,42,865,188,240,124
2020/4/2,43,34,10,40,6
2020/4/2,44,407,104,182,76
2020/4/2,45,390,126,108,32
2020/4/2,46,26,12,28,0
2020/4/2,47,60,14,16,6
2020/4/2,48,18,2,16,0
2020/4/2,49,286,79,292,46
2020/4/2,05,118,32,74,2
2020/4/2,50,113,42,45,19
2020/4/2,51,725,130,426,116
2020/4/2,52,132,24,46,16
2020/4/2,53,120,20,28,16
2020/4/2,54,905,326,302,170
2020/4/2,55,304,42,186,46
2020/4/2,56,276,60,190,70
2020/4/2,57,2051,349,718,483
2020/4/2,58,30,14,4,8
2020/4/2,59,1400,477,513,202
2020/4/2,06,360,119,279,64
2020/4/2,60,707,145,430,252
2020/4/2,61,116,16,84,14
2020/4/2,62,579,198,256,54
2020/4/2,63,148,66,58,6
2020/4/2,64,148,58,97,24
2020/4/2,65,82,12,32,6
2020/4/2,66,224,68,208,32
2020/4/2,67,2066,544,882,448
2020/4/2,68,2201,319,1523,834
2020/4/2,69,2268,525,877,340
2020/4/2,07,148,22,229,43
2020/4/2,70,154,30,119,56
2020/4/2,71,338,70,321,106
2020/4/2,72,211,44,116,32
2020/4/2,73,227,72,214,28
2020/4/2,74,504,162,432,92
2020/4/2,75,5647,1560,1900,908
2020/4/2,76,670,200,221,88
2020/4/2,77,1234,339,613,190
2020/4/2,78,1668,360,785,273
2020/4/2,79,58,12,28,10
2020/4/2,08,131,33,20,2
2020/4/2,80,583,138,215,98
2020/4/2,81,118,48,34,6
2020/4/2,82,24,12,6,4
2020/4/2,83,395,100,390,56
2020/4/2,84,164,44,102,24
2020/4/2,85,114,34,58,14
2020/4/2,86,88,40,60,30
2020/4/2,87,128,34,39,12
2020/4/2,88,530,86,281,197
