"reg";"cl_age90";"jour";"hosp";"rea";"rad";"dc"
"53";"90";"2020-04-19";66;0;18;52
"75";"0";"2020-04-19";825;196;1061;247
"75";"09";"2020-04-19";0;0;0;0
"75";"19";"2020-04-19";5;1;7;0
"75";"29";"2020-04-19";6;2;49;1
"75";"39";"2020-04-19";11;3;76;0
"75";"49";"2020-04-19";27;10;111;1
"75";"59";"2020-04-19";79;34;205;9
"75";"69";"2020-04-19";152;64;231;17
"75";"79";"2020-04-19";178;61;172;56
"75";"89";"2020-04-19";235;20;137;98
"75";"90";"2020-04-19";129;1;56;64
"76";"0";"2020-04-19";877;245;1687;295
"76";"09";"2020-04-19";0;0;0;0
"76";"19";"2020-04-19";2;1;14;0
"76";"29";"2020-04-19";5;1;77;1
"76";"39";"2020-04-19";9;2;125;1
"76";"49";"2020-04-19";27;6;216;1
"76";"59";"2020-04-19";89;38;316;9
"76";"69";"2020-04-19";154;83;312;31
"76";"79";"2020-04-19";222;91;318;61
"76";"89";"2020-04-19";230;19;203;131
"76";"90";"2020-04-19";137;4;88;60
"84";"0";"2020-04-19";2983;573;3833;1011
"84";"09";"2020-04-19";0;0;0;0
"84";"19";"2020-04-19";7;4;30;0
"84";"29";"2020-04-19";24;2;160;0
"84";"39";"2020-04-19";40;11;262;4
"84";"49";"2020-04-19";89;22;396;8
"84";"59";"2020-04-19";224;76;665;28
"84";"69";"2020-04-19";451;187;726;69
"84";"79";"2020-04-19";737;221;703;208
"84";"89";"2020-04-19";844;37;602;442
"84";"90";"2020-04-19";532;2;198;237
"93";"0";"2020-04-19";1776;348;2767;470
"93";"09";"2020-04-19";0;0;0;0
"93";"19";"2020-04-19";4;0;36;0
"93";"29";"2020-04-19";36;3;183;1
"93";"39";"2020-04-19";58;7;259;1
"93";"49";"2020-04-19";81;22;371;4
"93";"59";"2020-04-19";187;55;543;23
"93";"69";"2020-04-19";268;95;557;33
"93";"79";"2020-04-19";408;121;398;107
"93";"89";"2020-04-19";467;36;267;198
"93";"90";"2020-04-19";257;6;111;98
"94";"0";"2020-04-19";75;12;150;44
"94";"09";"2020-04-19";0;0;0;0
"94";"19";"2020-04-19";0;0;1;0
"94";"29";"2020-04-19";0;0;14;0
"94";"39";"2020-04-19";1;0;15;0
"94";"49";"2020-04-19";2;1;20;1
"94";"59";"2020-04-19";7;1;25;1
"94";"69";"2020-04-19";13;3;25;1
"94";"79";"2020-04-19";26;7;20;12
"94";"89";"2020-04-19";17;0;17;23
"94";"90";"2020-04-19";9;0;7;6
"01";"0";"2020-04-20";32;16;62;12
"01";"09";"2020-04-20";0;0;0;0
"01";"19";"2020-04-20";1;0;1;0
"01";"29";"2020-04-20";0;0;1;0
"01";"39";"2020-04-20";1;0;3;0
"01";"49";"2020-04-20";2;1;4;0
"01";"59";"2020-04-20";5;3;17;2
"01";"69";"2020-04-20";6;4;15;3
"01";"79";"2020-04-20";10;6;10;4
"01";"89";"2020-04-20";7;2;10;3
"01";"90";"2020-04-20";0;0;0;0
"02";"0";"2020-04-20";35;10;60;9
"02";"09";"2020-04-20";0;0;0;0
"02";"19";"2020-04-20";0;0;0;0
"02";"29";"2020-04-20";1;0;2;0
"02";"39";"2020-04-20";1;0;3;0
"02";"49";"2020-04-20";3;0;9;0
"02";"59";"2020-04-20";9;6;17;0
"02";"69";"2020-04-20";10;2;13;2
"02";"79";"2020-04-20";6;2;14;2
"02";"89";"2020-04-20";4;0;2;4
"02";"90";"2020-04-20";1;0;0;1
"03";"0";"2020-04-20";4;2;29;0
"03";"09";"2020-04-20";0;0;0;0
"03";"19";"2020-04-20";0;0;1;0
"03";"29";"2020-04-20";0;0;3;0
"03";"39";"2020-04-20";0;0;5;0
"03";"49";"2020-04-20";0;0;10;0
"03";"59";"2020-04-20";0;0;2;0
"03";"69";"2020-04-20";1;0;3;0
"03";"79";"2020-04-20";2;2;2;0
"03";"89";"2020-04-20";1;0;1;0
"03";"90";"2020-04-20";0;0;0;0
"04";"0";"2020-04-20";15;2;93;0
"04";"09";"2020-04-20";0;0;0;0
"04";"19";"2020-04-20";1;0;2;0
"04";"29";"2020-04-20";0;0;15;0
"04";"39";"2020-04-20";0;0;12;0
"04";"49";"2020-04-20";1;0;10;0
"04";"59";"2020-04-20";1;1;19;0
"04";"69";"2020-04-20";3;1;19;0
"04";"79";"2020-04-20";3;0;13;0
"04";"89";"2020-04-20";5;0;3;0
"04";"90";"2020-04-20";0;0;0;0
"06";"0";"2020-04-20";22;4;47;6
"06";"09";"2020-04-20";0;0;0;0
"06";"19";"2020-04-20";1;1;2;0
"06";"29";"2020-04-20";0;0;6;0
"06";"39";"2020-04-20";2;0;5;0
"06";"49";"2020-04-20";6;1;11;1
"06";"59";"2020-04-20";4;0;11;2
"06";"69";"2020-04-20";5;2;7;0
"06";"79";"2020-04-20";1;0;2;1
"06";"89";"2020-04-20";3;0;2;2
"06";"90";"2020-04-20";0;0;0;0
"11";"0";"2020-04-20";12474;2210;13095;4942
"11";"09";"2020-04-20";0;0;0;1
"11";"19";"2020-04-20";35;8;83;3
"11";"29";"2020-04-20";145;25;486;10
"11";"39";"2020-04-20";418;102;1186;33
"11";"49";"2020-04-20";830;238;1840;92
"11";"59";"2020-04-20";1656;583;2730;337
"11";"69";"2020-04-20";2293;720;2712;702
"11";"79";"2020-04-20";2553;451;2023;1205
"11";"89";"2020-04-20";2810;54;1298;1596
"11";"90";"2020-04-20";1595;7;393;922
"24";"0";"2020-04-20";960;171;896;298
"24";"09";"2020-04-20";0;0;0;0
"24";"19";"2020-04-20";0;0;11;0
"24";"29";"2020-04-20";5;1;29;0
"24";"39";"2020-04-20";16;6;49;2
"24";"49";"2020-04-20";26;9;107;3
"24";"59";"2020-04-20";62;24;141;6
"24";"69";"2020-04-20";152;54;169;22
"24";"79";"2020-04-20";221;62;170;49
"24";"89";"2020-04-20";285;11;141;120
"24";"90";"2020-04-20";187;4;54;94
"27";"0";"2020-04-20";1334;238;1864;677
"27";"09";"2020-04-20";0;0;0;0
"27";"19";"2020-04-20";5;0;15;0
"27";"29";"2020-04-20";3;1;63;0
"27";"39";"2020-04-20";9;1;123;2
"27";"49";"2020-04-20";22;8;192;4
"27";"59";"2020-04-20";97;35;291;15
"27";"69";"2020-04-20";211;74;344;58
"27";"79";"2020-04-20";334;95;354;138
"27";"89";"2020-04-20";433;21;354;313
"27";"90";"2020-04-20";216;2;112;145
"28";"0";"2020-04-20";663;143;821;283
"28";"09";"2020-04-20";0;0;0;0
"28";"19";"2020-04-20";2;0;4;0
"28";"29";"2020-04-20";4;1;34;0
"28";"39";"2020-04-20";16;7;70;1
"28";"49";"2020-04-20";30;12;100;7
"28";"59";"2020-04-20";65;22;156;12
"28";"69";"2020-04-20";125;34;166;43
"28";"79";"2020-04-20";169;55;148;60
"28";"89";"2020-04-20";170;11;106;114
"28";"90";"2020-04-20";80;0;27;46
"32";"0";"2020-04-20";2578;473;2909;1127
"32";"09";"2020-04-20";0;0;0;0
"32";"19";"2020-04-20";10;0;11;0
"32";"29";"2020-04-20";24;4;136;1
"32";"39";"2020-04-20";49;10;252;2
"32";"49";"2020-04-20";116;35;385;9
"32";"59";"2020-04-20";252;86;555;46
"32";"69";"2020-04-20";470;161;519;144
"32";"79";"2020-04-20";598;142;500;253
"32";"89";"2020-04-20";730;30;379;451
"32";"90";"2020-04-20";307;2;129;216
"44";"0";"2020-04-20";4592;740;6219;2515
"44";"09";"2020-04-20";0;0;0;0
"44";"19";"2020-04-20";11;1;47;0
"44";"29";"2020-04-20";37;9;215;2
"44";"39";"2020-04-20";78;18;348;14
"44";"49";"2020-04-20";166;45;556;26
"44";"59";"2020-04-20";428;131;1037;65
"44";"69";"2020-04-20";835;255;1299;260
"44";"79";"2020-04-20";1089;235;1261;637
"44";"89";"2020-04-20";1296;39;989;1045
"44";"90";"2020-04-20";609;1;289;458
"52";"0";"2020-04-20";775;123;957;268
"52";"09";"2020-04-20";0;0;0;0
"52";"19";"2020-04-20";0;0;3;0
"52";"29";"2020-04-20";4;1;42;0
"52";"39";"2020-04-20";15;5;66;0
"52";"49";"2020-04-20";22;11;125;3
"52";"59";"2020-04-20";59;18;156;7
"52";"69";"2020-04-20";140;43;188;22
"52";"79";"2020-04-20";168;41;193;45
"52";"89";"2020-04-20";237;4;149;111
"52";"90";"2020-04-20";128;0;31;80
"53";"0";"2020-04-20";455;83;650;189
"53";"09";"2020-04-20";0;0;0;0
"53";"19";"2020-04-20";1;0;4;0
"53";"29";"2020-04-20";2;1;22;0
"53";"39";"2020-04-20";9;0;55;0
"53";"49";"2020-04-20";29;5;73;0
"53";"59";"2020-04-20";49;13;111;2
"53";"69";"2020-04-20";74;32;125;23
"53";"79";"2020-04-20";107;30;149;42
"53";"89";"2020-04-20";112;2;84;70
"53";"90";"2020-04-20";67;0;18;52
"75";"0";"2020-04-20";838;191;1083;259
"75";"09";"2020-04-20";0;0;0;0
"75";"19";"2020-04-20";5;1;7;0
"75";"29";"2020-04-20";7;3;50;1
"75";"39";"2020-04-20";11;3;78;0
"75";"49";"2020-04-20";30;10;111;1
"75";"59";"2020-04-20";81;34;208;9
"75";"69";"2020-04-20";152;60;238;19
"75";"79";"2020-04-20";181;61;174;59
"75";"89";"2020-04-20";235;18;142;103
"75";"90";"2020-04-20";132;1;58;66
"76";"0";"2020-04-20";893;234;1728;312
"76";"09";"2020-04-20";0;0;0;0
"76";"19";"2020-04-20";2;1;14;0
"76";"29";"2020-04-20";4;1;80;1
"76";"39";"2020-04-20";7;0;129;1
"76";"49";"2020-04-20";23;3;220;1
"76";"59";"2020-04-20";90;40;318;11
"76";"69";"2020-04-20";159;78;318;32
"76";"79";"2020-04-20";223;91;324;64
"76";"89";"2020-04-20";239;16;210;136
"76";"90";"2020-04-20";146;4;97;66
"84";"0";"2020-04-20";2936;576;3904;1062
"84";"09";"2020-04-20";0;0;0;0
"84";"19";"2020-04-20";8;4;30;0
"84";"29";"2020-04-20";25;2;162;0
"84";"39";"2020-04-20";37;10;268;4
"84";"49";"2020-04-20";87;22;401;10
"84";"59";"2020-04-20";221;75;674;28
"84";"69";"2020-04-20";444;190;738;71
"84";"79";"2020-04-20";726;218;715;217
"84";"89";"2020-04-20";842;40;614;459
"84";"90";"2020-04-20";512;3;211;257
"93";"0";"2020-04-20";1786;355;2834;499
"93";"09";"2020-04-20";0;0;0;0
"93";"19";"2020-04-20";3;0;37;0
"93";"29";"2020-04-20";35;3;187;1
"93";"39";"2020-04-20";53;8;268;1
"93";"49";"2020-04-20";82;21;376;3
"93";"59";"2020-04-20";185;53;558;23
"93";"69";"2020-04-20";267;97;567;38
"93";"79";"2020-04-20";411;126;406;114
"93";"89";"2020-04-20";481;41;276;204
"93";"90";"2020-04-20";263;5;116;111
"94";"0";"2020-04-20";70;13;152;47
"94";"09";"2020-04-20";0;0;0;0
"94";"19";"2020-04-20";0;0;1;0
"94";"29";"2020-04-20";0;0;14;0
"94";"39";"2020-04-20";0;0;16;0
"94";"49";"2020-04-20";2;1;20;1
"94";"59";"2020-04-20";7;1;25;1
"94";"69";"2020-04-20";13;3;25;1
"94";"79";"2020-04-20";25;8;20;13
"94";"89";"2020-04-20";16;0;18;23
"94";"90";"2020-04-20";7;0;7;8
"01";"0";"2020-04-21";24;15;68;12
"01";"09";"2020-04-21";0;0;0;0
"01";"19";"2020-04-21";0;0;2;0
"01";"29";"2020-04-21";0;0;1;0
"01";"39";"2020-04-21";1;0;3;0
"01";"49";"2020-04-21";1;1;5;0
"01";"59";"2020-04-21";3;2;18;2
"01";"69";"2020-04-21";5;4;16;3
"01";"79";"2020-04-21";9;6;10;4
"01";"89";"2020-04-21";5;2;12;3
"01";"90";"2020-04-21";0;0;0;0
"02";"0";"2020-04-21";36;10;60;13
"02";"09";"2020-04-21";0;0;0;0
"02";"19";"2020-04-21";0;0;0;0
"02";"29";"2020-04-21";1;0;2;0
"02";"39";"2020-04-21";1;0;3;0
"02";"49";"2020-04-21";3;0;9;0
"02";"59";"2020-04-21";9;6;17;0
"02";"69";"2020-04-21";11;2;13;2
"02";"79";"2020-04-21";6;2;14;4
"02";"89";"2020-04-21";4;0;2;5
"02";"90";"2020-04-21";1;0;0;2
"03";"0";"2020-04-21";3;1;31;1
"03";"09";"2020-04-21";0;0;0;0
"03";"19";"2020-04-21";0;0;1;0
"03";"29";"2020-04-21";0;0;3;0
"03";"39";"2020-04-21";2;0;5;0
"03";"49";"2020-04-21";0;0;10;0
"03";"59";"2020-04-21";0;0;2;0
"03";"69";"2020-04-21";0;0;4;0
"03";"79";"2020-04-21";1;1;2;1
"03";"89";"2020-04-21";0;0;2;0
"03";"90";"2020-04-21";0;0;0;0
"04";"0";"2020-04-21";14;2;94;0
"04";"09";"2020-04-21";0;0;0;0
"04";"19";"2020-04-21";1;0;2;0
"04";"29";"2020-04-21";0;0;15;0
"04";"39";"2020-04-21";0;0;12;0
"04";"49";"2020-04-21";1;0;10;0
"04";"59";"2020-04-21";1;1;19;0
"04";"69";"2020-04-21";3;1;19;0
"04";"79";"2020-04-21";3;0;13;0
"04";"89";"2020-04-21";4;0;4;0
"04";"90";"2020-04-21";0;0;0;0
"06";"0";"2020-04-21";21;4;52;6
"06";"09";"2020-04-21";0;0;0;0
"06";"19";"2020-04-21";1;1;2;0
"06";"29";"2020-04-21";1;0;7;0
"06";"39";"2020-04-21";1;0;6;0
"06";"49";"2020-04-21";7;1;11;1
"06";"59";"2020-04-21";3;0;12;2
"06";"69";"2020-04-21";3;2;9;0
"06";"79";"2020-04-21";1;0;2;1
"06";"89";"2020-04-21";4;0;2;2
"06";"90";"2020-04-21";0;0;0;0
"11";"0";"2020-04-21";12269;2126;13709;5094
"11";"09";"2020-04-21";0;0;0;2
"11";"19";"2020-04-21";32;9;86;3
"11";"29";"2020-04-21";140;23;509;10
"11";"39";"2020-04-21";400;96;1223;33
"11";"49";"2020-04-21";803;231;1912;94
"11";"59";"2020-04-21";1607;564;2830;347
"11";"69";"2020-04-21";2224;687;2838;727
"11";"79";"2020-04-21";2511;437;2128;1228
"11";"89";"2020-04-21";2808;52;1403;1651
"11";"90";"2020-04-21";1604;7;434;959
"24";"0";"2020-04-21";970;156;943;308
"24";"09";"2020-04-21";0;0;0;0
"24";"19";"2020-04-21";0;0;11;0
"24";"29";"2020-04-21";5;1;29;0
"24";"39";"2020-04-21";16;6;50;2
"24";"49";"2020-04-21";24;6;111;3
"24";"59";"2020-04-21";59;18;148;6
"24";"69";"2020-04-21";151;54;175;22
"24";"79";"2020-04-21";222;58;182;49
"24";"89";"2020-04-21";293;9;152;125
"24";"90";"2020-04-21";193;4;60;99
"27";"0";"2020-04-21";1319;229;1941;705
"27";"09";"2020-04-21";0;0;0;0
"27";"19";"2020-04-21";4;0;16;0
"27";"29";"2020-04-21";4;1;63;0
"27";"39";"2020-04-21";10;1;124;2
"27";"49";"2020-04-21";24;9;192;4
"27";"59";"2020-04-21";97;35;299;15
"27";"69";"2020-04-21";210;71;357;62
"27";"79";"2020-04-21";321;91;375;142
"27";"89";"2020-04-21";428;19;378;326
"27";"90";"2020-04-21";217;1;121;152
"28";"0";"2020-04-21";650;137;866;292
"28";"09";"2020-04-21";0;0;0;0
"28";"19";"2020-04-21";2;0;4;0
"28";"29";"2020-04-21";3;1;36;0
"28";"39";"2020-04-21";16;6;71;1
"28";"49";"2020-04-21";28;12;106;7
"28";"59";"2020-04-21";63;22;161;12
"28";"69";"2020-04-21";119;28;176;44
"28";"79";"2020-04-21";162;55;159;61
"28";"89";"2020-04-21";172;12;113;117
"28";"90";"2020-04-21";83;0;30;50
"32";"0";"2020-04-21";2517;448;3191;1163
"32";"09";"2020-04-21";0;0;0;0
"32";"19";"2020-04-21";9;0;13;0
"32";"29";"2020-04-21";21;4;157;1
"32";"39";"2020-04-21";46;8;285;2
"32";"49";"2020-04-21";103;32;441;9
"32";"59";"2020-04-21";243;80;592;47
"32";"69";"2020-04-21";442;152;568;150
"32";"79";"2020-04-21";587;138;539;261
"32";"89";"2020-04-21";725;29;412;466
"32";"90";"2020-04-21";321;2;137;222
"44";"0";"2020-04-21";4545;712;6476;2564
"44";"09";"2020-04-21";0;0;0;0
"44";"19";"2020-04-21";11;2;48;0
"44";"29";"2020-04-21";35;8;223;2
"44";"39";"2020-04-21";74;17;359;14
"44";"49";"2020-04-21";160;43;577;26
"44";"59";"2020-04-21";408;125;1072;67
"44";"69";"2020-04-21";829;246;1335;262
"44";"79";"2020-04-21";1075;226;1318;649
"44";"89";"2020-04-21";1289;37;1043;1064
"44";"90";"2020-04-21";616;2;321;472
"52";"0";"2020-04-21";760;115;986;276
"52";"09";"2020-04-21";0;0;0;0
"52";"19";"2020-04-21";1;0;3;0
"52";"29";"2020-04-21";4;1;42;0
"52";"39";"2020-04-21";15;3;66;0
"52";"49";"2020-04-21";19;9;127;3
"52";"59";"2020-04-21";57;17;156;8
"52";"69";"2020-04-21";127;42;200;22
"52";"79";"2020-04-21";166;40;195;47
"52";"89";"2020-04-21";234;3;158;115
"52";"90";"2020-04-21";135;0;34;81
"53";"0";"2020-04-21";436;78;678;193
"53";"09";"2020-04-21";0;0;0;0
"53";"19";"2020-04-21";2;0;3;0
"53";"29";"2020-04-21";1;1;23;0
"53";"39";"2020-04-21";9;0;54;0
"53";"49";"2020-04-21";26;3;78;0
"53";"59";"2020-04-21";47;13;112;3
"53";"69";"2020-04-21";69;29;130;23
"53";"79";"2020-04-21";102;30;153;43
"53";"89";"2020-04-21";111;2;90;70
"53";"90";"2020-04-21";65;0;24;54
"75";"0";"2020-04-21";823;182;1106;266
"75";"09";"2020-04-21";0;0;0;0
"75";"19";"2020-04-21";4;1;8;0
"75";"29";"2020-04-21";9;3;50;1
"75";"39";"2020-04-21";13;3;77;0
"75";"49";"2020-04-21";30;10;108;1
"75";"59";"2020-04-21";75;33;214;9
"75";"69";"2020-04-21";148;57;244;20
"75";"79";"2020-04-21";173;57;182;61
"75";"89";"2020-04-21";231;17;148;105
"75";"90";"2020-04-21";136;1;58;68
"76";"0";"2020-04-21";877;221;1783;322
"76";"09";"2020-04-21";0;0;0;0
"76";"19";"2020-04-21";2;1;14;0
"76";"29";"2020-04-21";3;1;81;1
"76";"39";"2020-04-21";5;0;130;1
"76";"49";"2020-04-21";25;3;222;2
"76";"59";"2020-04-21";92;38;321;11
"76";"69";"2020-04-21";157;74;327;34
"76";"79";"2020-04-21";210;84;345;64
"76";"89";"2020-04-21";236;17;222;138
"76";"90";"2020-04-21";146;3;103;71
"84";"0";"2020-04-21";2872;551;4089;1103
"84";"09";"2020-04-21";0;0;0;0
"84";"19";"2020-04-21";7;4;33;0
"84";"29";"2020-04-21";20;2;170;0
"84";"39";"2020-04-21";39;10;275;4
"84";"49";"2020-04-21";86;21;410;10
"84";"59";"2020-04-21";211;74;698;28
"84";"69";"2020-04-21";439;175;761;72
"84";"79";"2020-04-21";702;209;752;230
"84";"89";"2020-04-21";821;39;665;476
"84";"90";"2020-04-21";515;5;232;266
"93";"0";"2020-04-21";1781;334;2945;526
"93";"09";"2020-04-21";0;0;0;0
"93";"19";"2020-04-21";3;0;37;0
"93";"29";"2020-04-21";34;3;191;1
"93";"39";"2020-04-21";47;8;277;1
"93";"49";"2020-04-21";80;19;379;3
"93";"59";"2020-04-21";181;51;574;23
"93";"69";"2020-04-21";260;89;588;40
"93";"79";"2020-04-21";400;118;430;121
"93";"89";"2020-04-21";496;40;297;214
"93";"90";"2020-04-21";274;5;128;118
"94";"0";"2020-04-21";67;13;157;48
"94";"09";"2020-04-21";0;0;0;0
"94";"19";"2020-04-21";0;0;1;0
"94";"29";"2020-04-21";0;0;14;0
"94";"39";"2020-04-21";0;0;16;0
"94";"49";"2020-04-21";3;1;20;1
"94";"59";"2020-04-21";5;1;27;1
"94";"69";"2020-04-21";12;3;26;1
"94";"79";"2020-04-21";25;8;21;13
"94";"89";"2020-04-21";15;0;19;23
"94";"90";"2020-04-21";7;0;7;9
"01";"0";"2020-04-22";25;13;69;12
"01";"09";"2020-04-22";0;0;0;0
"01";"19";"2020-04-22";0;0;2;0
"01";"29";"2020-04-22";0;0;1;0
"01";"39";"2020-04-22";1;0;3;0
"01";"49";"2020-04-22";1;1;5;0
"01";"59";"2020-04-22";3;1;18;2
"01";"69";"2020-04-22";5;4;17;2
"01";"79";"2020-04-22";9;5;10;5
"01";"89";"2020-04-22";6;2;12;3
"01";"90";"2020-04-22";0;0;0;0
"02";"0";"2020-04-22";34;9;62;13
"02";"09";"2020-04-22";0;0;0;0
"02";"19";"2020-04-22";0;0;0;0
"02";"29";"2020-04-22";1;0;2;0
"02";"39";"2020-04-22";1;0;3;0
"02";"49";"2020-04-22";3;0;9;0
"02";"59";"2020-04-22";9;6;17;0
"02";"69";"2020-04-22";10;2;14;2
"02";"79";"2020-04-22";5;1;15;4
"02";"89";"2020-04-22";4;0;2;5
"02";"90";"2020-04-22";1;0;0;2
"03";"0";"2020-04-22";2;1;32;1
"03";"09";"2020-04-22";0;0;0;0
"03";"19";"2020-04-22";0;0;1;0
"03";"29";"2020-04-22";0;0;3;0
"03";"39";"2020-04-22";1;0;6;0
"03";"49";"2020-04-22";0;0;10;0
"03";"59";"2020-04-22";0;0;2;0
"03";"69";"2020-04-22";0;0;4;0
"03";"79";"2020-04-22";1;1;2;1
"03";"89";"2020-04-22";0;0;2;0
"03";"90";"2020-04-22";0;0;0;0
"04";"0";"2020-04-22";12;2;96;0
"04";"09";"2020-04-22";0;0;0;0
"04";"19";"2020-04-22";1;0;2;0
"04";"29";"2020-04-22";0;0;15;0
"04";"39";"2020-04-22";0;0;12;0
"04";"49";"2020-04-22";1;0;10;0
"04";"59";"2020-04-22";1;1;19;0
"04";"69";"2020-04-22";3;1;19;0
"04";"79";"2020-04-22";3;0;13;0
"04";"89";"2020-04-22";2;0;6;0
"04";"90";"2020-04-22";0;0;0;0
"06";"0";"2020-04-22";23;4;54;6
"06";"09";"2020-04-22";0;0;0;0
"06";"19";"2020-04-22";2;1;2;0
"06";"29";"2020-04-22";1;0;7;0
"06";"39";"2020-04-22";1;0;6;0
"06";"49";"2020-04-22";7;1;11;1
"06";"59";"2020-04-22";3;0;13;2
"06";"69";"2020-04-22";5;2;9;0
"06";"79";"2020-04-22";0;0;3;1
"06";"89";"2020-04-22";4;0;2;2
"06";"90";"2020-04-22";0;0;0;0
"11";"0";"2020-04-22";12134;2055;14278;5219
"11";"09";"2020-04-22";0;0;0;2
"11";"19";"2020-04-22";30;11;91;3
"11";"29";"2020-04-22";151;25;521;10
"11";"39";"2020-04-22";378;87;1267;33
"11";"49";"2020-04-22";759;220;1988;95
"11";"59";"2020-04-22";1542;543;2940;356
"11";"69";"2020-04-22";2190;663;2939;752
"11";"79";"2020-04-22";2506;426;2214;1248
"11";"89";"2020-04-22";2812;51;1498;1687
"11";"90";"2020-04-22";1625;7;470;992
"24";"0";"2020-04-22";973;151;977;328
"24";"09";"2020-04-22";0;0;0;0
"24";"19";"2020-04-22";1;0;11;0
"24";"29";"2020-04-22";5;1;31;0
"24";"39";"2020-04-22";17;5;51;2
"24";"49";"2020-04-22";23;4;113;3
"24";"59";"2020-04-22";63;20;148;6
"24";"69";"2020-04-22";155;51;179;25
"24";"79";"2020-04-22";218;59;191;51
"24";"89";"2020-04-22";293;7;161;134
"24";"90";"2020-04-22";191;4;67;105
"27";"0";"2020-04-22";1334;234;2018;721
"27";"09";"2020-04-22";0;0;0;0
"27";"19";"2020-04-22";5;0;16;0
"27";"29";"2020-04-22";4;1;63;0
"27";"39";"2020-04-22";9;1;127;2
"27";"49";"2020-04-22";24;8;203;4
"27";"59";"2020-04-22";96;36;309;15
"27";"69";"2020-04-22";205;70;367;64
"27";"79";"2020-04-22";326;96;395;144
"27";"89";"2020-04-22";442;19;390;333
"27";"90";"2020-04-22";220;2;131;157
"28";"0";"2020-04-22";625;133;896;299
"28";"09";"2020-04-22";0;0;0;0
"28";"19";"2020-04-22";1;0;4;0
"28";"29";"2020-04-22";6;1;36;0
"28";"39";"2020-04-22";16;6;71;1
"28";"49";"2020-04-22";25;11;108;7
"28";"59";"2020-04-22";56;20;167;12
"28";"69";"2020-04-22";107;27;186;47
"28";"79";"2020-04-22";158;54;164;62
"28";"89";"2020-04-22";172;13;117;120
"28";"90";"2020-04-22";83;0;32;50
"32";"0";"2020-04-22";2460;427;3338;1198
"32";"09";"2020-04-22";0;0;0;0
"32";"19";"2020-04-22";9;1;15;0
"32";"29";"2020-04-22";20;4;161;1
"32";"39";"2020-04-22";44;8;296;2
"32";"49";"2020-04-22";98;33;459;9
"32";"59";"2020-04-22";240;74;614;47
"32";"69";"2020-04-22";427;146;594;155
"32";"79";"2020-04-22";572;128;564;266
"32";"89";"2020-04-22";718;30;437;480
"32";"90";"2020-04-22";316;1;146;233
"44";"0";"2020-04-22";4487;692;6672;2612
"44";"09";"2020-04-22";0;0;0;0
"44";"19";"2020-04-22";11;2;49;0
"44";"29";"2020-04-22";35;8;226;2
"44";"39";"2020-04-22";68;14;374;14
"44";"49";"2020-04-22";156;37;593;27
"44";"59";"2020-04-22";411;127;1100;69
"44";"69";"2020-04-22";808;241;1381;267
"44";"79";"2020-04-22";1055;221;1366;662
"44";"89";"2020-04-22";1281;34;1083;1076
"44";"90";"2020-04-22";614;2;315;486
"52";"0";"2020-04-22";747;107;1026;285
"52";"09";"2020-04-22";0;0;0;0
"52";"19";"2020-04-22";1;0;3;0
"52";"29";"2020-04-22";5;1;43;0
"52";"39";"2020-04-22";17;2;65;0
"52";"49";"2020-04-22";18;8;128;3
"52";"59";"2020-04-22";50;17;165;9
"52";"69";"2020-04-22";123;41;204;24
"52";"79";"2020-04-22";164;35;202;49
"52";"89";"2020-04-22";239;3;169;117
"52";"90";"2020-04-22";128;0;42;83
"53";"0";"2020-04-22";430;74;702;193
"53";"09";"2020-04-22";0;0;0;0
"53";"19";"2020-04-22";2;0;3;0
"53";"29";"2020-04-22";1;1;23;0
"53";"39";"2020-04-22";10;0;53;0
"53";"49";"2020-04-22";24;3;81;0
"53";"59";"2020-04-22";40;11;119;3
"53";"69";"2020-04-22";71;26;130;23
"53";"79";"2020-04-22";103;31;157;43
"53";"89";"2020-04-22";112;2;95;70
"53";"90";"2020-04-22";63;0;29;54
"75";"0";"2020-04-22";800;161;1144;267
"75";"09";"2020-04-22";0;0;0;0
"75";"19";"2020-04-22";3;0;9;0
"75";"29";"2020-04-22";9;2;50;1
"75";"39";"2020-04-22";12;2;78;0
"75";"49";"2020-04-22";28;7;113;1
"75";"59";"2020-04-22";73;30;219;9
"75";"69";"2020-04-22";136;50;253;20
"75";"79";"2020-04-22";174;53;187;61
"75";"89";"2020-04-22";227;15;156;105
"75";"90";"2020-04-22";134;1;61;69
"76";"0";"2020-04-22";857;211;1826;328
"76";"09";"2020-04-22";0;0;0;0
"76";"19";"2020-04-22";3;1;14;0
"76";"29";"2020-04-22";3;1;83;1
"76";"39";"2020-04-22";7;1;130;1
"76";"49";"2020-04-22";24;3;224;2
"76";"59";"2020-04-22";84;35;330;12
"76";"69";"2020-04-22";154;73;332;35
"76";"79";"2020-04-22";206;79;354;64
"76";"89";"2020-04-22";230;16;232;140
"76";"90";"2020-04-22";145;2;109;73
"84";"0";"2020-04-22";2816;516;4253;1133
"84";"09";"2020-04-22";0;0;0;0
"84";"19";"2020-04-22";8;4;33;0
"84";"29";"2020-04-22";21;3;175;0
"84";"39";"2020-04-22";43;9;279;4
"84";"49";"2020-04-22";78;18;424;10
"84";"59";"2020-04-22";215;72;713;29
"84";"69";"2020-04-22";422;163;790;76
"84";"79";"2020-04-22";681;193;790;237
"84";"89";"2020-04-22";812;39;700;486
"84";"90";"2020-04-22";505;3;256;274
"93";"0";"2020-04-22";1799;326;3046;561
